ESTADO,MUNICIPIO,LATITUD,LONGITUD,PEA
AGUASCALIENTES,Aguascalientes,21.87982278,-102.2960467,445862
AGUASCALIENTES,Asientos,22.23831694,-102.089275,2086
AGUASCALIENTES,Calvillo,21.84690722,-102.7187506,9653
AGUASCALIENTES,Cosío,22.36640861,-102.3000442,2679
AGUASCALIENTES,Jesús María,21.96127278,-102.3434164,32482
AGUASCALIENTES,Pabellón de Arteaga,22.14920167,-102.2765417,15404
AGUASCALIENTES,Rincón de Romos,22.22923306,-102.3230686,15294
AGUASCALIENTES,San José de Gracia,22.15021639,-102.4156336,2407
AGUASCALIENTES,Tepezalá,22.22422778,-102.1669714,1981
AGUASCALIENTES,El Llano,21.91886917,-101.9653072,2503
AGUASCALIENTES,San Francisco de los Romo,22.07239306,-102.2726783,8931
BAJA CALIFORNIA,Ensenada,31.80894389,-116.5951339,174405
BAJA CALIFORNIA,Mexicali,32.64117583,-115.4755789,453937
BAJA CALIFORNIA,Tecate,32.57267889,-116.6265503,41838
BAJA CALIFORNIA,Tijuana,32.53246083,-117.0189133,991033
BAJA CALIFORNIA,Playas de Rosarito,32.36368417,-117.0544589,54144
BAJA CALIFORNIA,San Quintín,30.55648528,-115.9390614,2610
BAJA CALIFORNIA SUR,Comondú,25.03463556,-111.6733394,21620
BAJA CALIFORNIA SUR,Mulegé,27.33686833,-112.2682747,7491
BAJA CALIFORNIA SUR,La Paz,24.148745,-110.30659,132619
BAJA CALIFORNIA SUR,Los Cabos,23.06159139,-109.6947492,76114
BAJA CALIFORNIA SUR,Loreto,26.01277778,-111.3433333,8221
CAMPECHE,Calkiní,20.37122611,-90.05073944,7827
CAMPECHE,Campeche,19.84481417,-90.53964917,127253
CAMPECHE,Champotón,19.35621861,-90.72389111,16983
CAMPECHE,Hecelchakán,20.17696611,-90.13451722,5678
CAMPECHE,Hopelchén,19.74554806,-89.84504361,3831
CAMPECHE,Palizada,18.25359833,-92.09090167,1634
CAMPECHE,Tenabo,20.03967694,-90.22576333,4378
CAMPECHE,Escárcega,18.60431472,-90.73200083,14749
CAMPECHE,Calakmul,18.50537083,-89.39727556,2701
CAMPECHE,Candelaria,18.18345056,-91.04629361,5483
CAMPECHE,Seybaplaya,19.63919694,-90.68830111,4351
COAHUILA,Abasolo,27.18194444,-101.4263889,327
COAHUILA,Acuña,29.33000556,-100.9782583,81641
COAHUILA,Allende,28.34722222,-100.8541667,9102
COAHUILA,Arteaga,25.45062056,-100.8496225,7806
COAHUILA,Candela,26.84027778,-100.6638889,439
COAHUILA,Castaños,26.78527778,-101.4305556,10920
COAHUILA,Cuatro Ciénegas,26.98686361,-102.0671011,4409
COAHUILA,Escobedo,27.23472222,-101.4125,219
COAHUILA,Francisco I. Madero,25.775,-103.2730556,15299
COAHUILA,Frontera,26.92611111,-101.4494444,32959
COAHUILA,General Cepeda,25.3799075,-101.4792917,2319
COAHUILA,Guerrero,28.30841833,-100.3787256,318
COAHUILA,Hidalgo,27.79168056,-99.876055,548
COAHUILA,Jiménez,29.07030833,-100.6742275,488
COAHUILA,Juárez,27.60650639,-100.7271197,344
COAHUILA,Lamadrid,27.04849361,-101.7935992,555
COAHUILA,Matamoros,25.52813611,-103.2303836,27948
COAHUILA,Monclova,26.90124222,-101.4172244,108199
COAHUILA,Morelos,28.41010444,-100.8866314,2791
COAHUILA,Múzquiz,27.87754972,-101.5165178,16475
COAHUILA,Nadadores,27.02903056,-101.5920233,1833
COAHUILA,Nava,28.42187472,-100.7675536,10744
COAHUILA,Ocampo,27.311215,-102.3974047,1352
COAHUILA,Parras,25.43738056,-102.1841689,16898
COAHUILA,Piedras Negras,28.70809306,-100.5284414,84065
COAHUILA,Progreso,27.42897778,-100.9872333,203
COAHUILA,Ramos Arizpe,25.54323361,-100.9507819,57054
COAHUILA,Sabinas,27.84888833,-101.1199892,27516
COAHUILA,Sacramento,27.00443861,-101.7250358,882
COAHUILA,Saltillo,25.42166472,-100.9997211,417316
COAHUILA,San Buenaventura,27.06025722,-101.5500286,9978
COAHUILA,San Juan de Sabinas,27.92939028,-101.3032933,512
COAHUILA,San Pedro,25.75777778,-102.9831569,21848
COAHUILA,Sierra Mojada,27.28687694,-103.7014567,184
COAHUILA,Torreón,25.54175333,-103.4530606,344016
COAHUILA,Viesca,25.34360528,-102.8063503,1251
COAHUILA,Villa Unión,28.22049778,-100.725155,2063
COAHUILA,Zaragoza,28.48704306,-100.9176217,4671
COLIMA,Armería,18.93707278,-103.9649972,8335
COLIMA,Colima,19.24292222,-103.7281189,77473
COLIMA,Comala,19.32319861,-103.7588011,5277
COLIMA,Coquimatlán,19.20141,-103.8109169,7722
COLIMA,Cuauhtémoc,19.32877444,-103.6018606,4957
COLIMA,Ixtlahuacán,19.00118361,-103.7385933,1489
COLIMA,Manzanillo,19.05320583,-104.3163806,85910
COLIMA,Minatitlán,19.38611,-104.0496369,2962
COLIMA,Tecomán,18.91060417,-103.8737889,46751
COLIMA,Villa de Álvarez,19.26477639,-103.7367586,80944
CHIAPAS,Acacoyagua,15.34096528,-92.67461722,3655
CHIAPAS,Acala,16.55167361,-92.80750833,6761
CHIAPAS,Acapetahua,15.28283778,-92.68913194,2900
CHIAPAS,Altamirano,16.73592028,-92.03859361,4957
CHIAPAS,Amatán,17.37284833,-92.81912306,1468
CHIAPAS,Amatenango de la Frontera,15.43501056,-92.11515778,341
CHIAPAS,Amatenango del Valle,16.52850139,-92.43549056,2711
CHIAPAS,Angel Albino Corzo,15.87264444,-92.72507972,5561
CHIAPAS,Arriaga,16.236065,-93.89947333,13408
CHIAPAS,Bejucal de Ocampo,15.45539306,-92.15840694,25
CHIAPAS,Bella Vista,15.5829975,-92.24484583,854
CHIAPAS,Berriozábal,16.80032083,-93.27327139,17538
CHIAPAS,Bochil,16.99638333,-92.89021889,6170
CHIAPAS,El Bosque,17.06221028,-92.72140889,1554
CHIAPAS,Cacahoatán,14.98978861,-92.16811028,8405
CHIAPAS,Catazajá,17.72832139,-92.01636611,1453
CHIAPAS,Cintalapa,16.69868222,-93.72042806,22397
CHIAPAS,Coapilla,17.13079139,-93.15902194,1605
CHIAPAS,Comitán de Domínguez,16.25246056,-92.135835,57902
CHIAPAS,La Concordia,16.11671583,-92.68793389,3947
CHIAPAS,Copainalá,17.09361111,-93.21055556,3187
CHIAPAS,Chalchihuitán,16.96340472,-92.61839528,598
CHIAPAS,Chamula,16.7875,-92.68916667,1974
CHIAPAS,Chanal,16.66006194,-92.25994222,2120
CHIAPAS,Chapultenango,17.34040056,-93.13007833,1184
CHIAPAS,Chenalhó,16.89427694,-92.62614806,1328
CHIAPAS,Chiapa de Corzo,16.70795806,-93.01595917,26492
CHIAPAS,Chiapilla,16.57049306,-92.720025,1798
CHIAPAS,Chicoasén,16.967255,-93.105235,1333
CHIAPAS,Chicomuselo,15.74493611,-92.28328722,3273
CHIAPAS,Chilón,17.10549139,-92.27152833,4191
CHIAPAS,Escuintla,15.31926944,-92.65855833,4826
CHIAPAS,Frontera Comalapa,15.66016389,-92.14105,9718
CHIAPAS,Frontera Hidalgo,14.7778375,-92.17598333,1970
CHIAPAS,La Grandeza,15.51013028,-92.22588,468
CHIAPAS,Huehuetán,15.01851972,-92.38418083,3747
CHIAPAS,Huixtán,16.71215056,-92.45459694,892
CHIAPAS,Huitiupán,17.17323167,-92.68593194,1654
CHIAPAS,Huixtla,15.13828861,-92.46581778,15387
CHIAPAS,La Independencia,16.25415167,-92.02384111,1936
CHIAPAS,Ixhuatán,17.29327083,-93.00838194,1513
CHIAPAS,Ixtacomitán,17.430795,-93.0965725,2560
CHIAPAS,Ixtapa,16.80352528,-92.90590278,2846
CHIAPAS,Ixtapangajoya,17.49753889,-93.00166583,646
CHIAPAS,Jiquipilas,16.66772139,-93.65047528,5548
CHIAPAS,Jitotol,17.0679675,-92.86233611,2645
CHIAPAS,Juárez,17.60815111,-93.19333083,3772
CHIAPAS,Larráinzar,16.88444611,-92.71325833,1323
CHIAPAS,La Libertad,17.69013639,-91.71906222,1165
CHIAPAS,Mapastepec,15.44113417,-92.89160583,9105
CHIAPAS,Las Margaritas,16.31594722,-91.98156833,11050
CHIAPAS,Mazapa de Madero,15.38796583,-92.18773472,581
CHIAPAS,Mazatán,14.86302528,-92.44947083,3771
CHIAPAS,Metapa,14.83731417,-92.19094472,1127
CHIAPAS,Mitontic,16.86447083,-92.62965139,259
CHIAPAS,Motozintla,15.36316722,-92.24774444,11887
CHIAPAS,Nicolás Ruíz,16.43707306,-92.58534722,1333
CHIAPAS,Ocosingo,16.90803833,-92.09582667,22227
CHIAPAS,Ocotepec,17.22502917,-93.16440528,1553
CHIAPAS,Ocozocoautla de Espinosa,16.76146194,-93.3756525,21494
CHIAPAS,Ostuacán,17.40559111,-93.33713639,1432
CHIAPAS,Osumacinta,16.93546694,-93.09133722,752
CHIAPAS,Oxchuc,16.78611944,-92.33491667,2946
CHIAPAS,Palenque,17.50913333,-91.98103333,26180
CHIAPAS,Pantelhó,17.00665861,-92.46957972,2710
CHIAPAS,Pantepec,17.18809194,-93.04954583,906
CHIAPAS,Pichucalco,17.50855083,-93.1177675,7322
CHIAPAS,Pijijiapan,15.69167361,-93.20931694,9142
CHIAPAS,El Porvenir,15.45636722,-92.27964028,596
CHIAPAS,Villa Comaltitlán,15.2119375,-92.57602417,4010
CHIAPAS,Pueblo Nuevo Solistahuacán,17.15756806,-92.89732222,5272
CHIAPAS,Rayón,17.20050333,-93.01121722,3447
CHIAPAS,Reforma,17.86581194,-93.14710806,13069
CHIAPAS,Las Rosas,16.36413194,-92.36958056,10327
CHIAPAS,Sabanilla,17.28348417,-92.55172,1040
CHIAPAS,Salto de Agua,17.55702083,-92.33342194,3020
CHIAPAS,San Cristóbal de las Casas,16.73702222,-92.63756389,97432
CHIAPAS,San Fernando,16.87171194,-93.20628472,5439
CHIAPAS,Siltepec,15.557185,-92.32286,1536
CHIAPAS,Simojovel,17.14082611,-92.71520833,6797
CHIAPAS,Sitalá,17.02505083,-92.30774278,487
CHIAPAS,Socoltenango,16.24294944,-92.35031583,2322
CHIAPAS,Solosuchiapa,17.42865556,-93.03117944,921
CHIAPAS,Soyaló,16.8909925,-92.92529,1782
CHIAPAS,Suchiapa,16.62195806,-93.10479389,8369
CHIAPAS,Suchiate,14.67945222,-92.15094222,8537
CHIAPAS,Sunuapa,17.48937778,-93.24316944,359
CHIAPAS,Tapachula,14.91107139,-92.26432,105741
CHIAPAS,Tapalapa,17.19004806,-93.10460472,707
CHIAPAS,Tapilula,17.24840278,-93.01625833,3616
CHIAPAS,Tecpatán,17.13699528,-93.31146778,2482
CHIAPAS,Tenejapa,16.81901667,-92.50649167,879
CHIAPAS,Teopisca,16.54151389,-92.47259722,9618
CHIAPAS,Tila,17.30063472,-92.42586472,1286
CHIAPAS,Tonalá,16.09135556,-93.75178333,18767
CHIAPAS,Totolapa,16.5447325,-92.68037611,1686
CHIAPAS,La Trinitaria,16.11905944,-92.05046944,5892
CHIAPAS,Tumbalá,17.27846333,-92.31598778,1264
CHIAPAS,Tuxtla Gutiérrez,16.75397222,-93.11519167,296461
CHIAPAS,Tuxtla Chico,14.94018972,-92.16896972,3453
CHIAPAS,Tuzantán,15.14606333,-92.42162056,1656
CHIAPAS,Tzimol,16.18423139,-92.18793667,2891
CHIAPAS,Unión Juárez,15.06070722,-92.08195778,1219
CHIAPAS,Venustiano Carranza,16.33961722,-92.56513528,7919
CHIAPAS,Villa Corzo,16.18475111,-93.26768361,5267
CHIAPAS,Villaflores,16.23548583,-93.2677075,18942
CHIAPAS,Yajalón,17.17391,-92.33394417,8484
CHIAPAS,San Lucas,16.61163667,-92.71934222,2258
CHIAPAS,Zinacantán,16.76011889,-92.72358056,2314
CHIAPAS,San Juan Cancuc,16.89224333,-92.3719525,1749
CHIAPAS,Aldama,16.91781778,-92.68819194,483
CHIAPAS,Benemérito de las Américas,16.51582806,-90.65330194,4351
CHIAPAS,Maravilla Tenejapa,16.14039667,-91.29510361,804
CHIAPAS,Marqués de Comillas,16.33313333,-90.76528333,1071
CHIAPAS,Montecristo de Guerrero,15.6939175,-92.61926,1224
CHIAPAS,San Andrés Duraznal,17.1319975,-92.8049875,1015
CHIAPAS,Santiago el Pinar,16.94143806,-92.71459583,496
CHIAPAS,Capitán Luis Ángel Vidal,15.60112778,-92.6290975,193
CHIAPAS,Rincón Chamula San Pedro,17.20947083,-92.93757028,2356
CHIAPAS,El Parral,16.36622778,-93.00671111,5418
CHIAPAS,Emiliano Zapata,16.53917167,-92.89672444,2524
CHIAPAS,Mezcalapa,17.1892225,-93.60477333,3324
CHIAPAS,Honduras de la Sierra,15.58966333,-92.4760575,418
CHIHUAHUA,Ahumada,30.61773389,-106.5124153,5075
CHIHUAHUA,Aldama,28.83838056,-105.9112925,10899
CHIHUAHUA,Allende,26.93942583,-105.3950767,2193
CHIHUAHUA,Aquiles Serdán,28.59450333,-105.8874739,9855
CHIHUAHUA,Ascensión,31.09217611,-107.9959494,7093
CHIHUAHUA,Bachíniva,28.76473167,-107.2543622,1009
CHIHUAHUA,Balleza,26.9541075,-106.3469233,1034
CHIHUAHUA,Batopilas de Manuel Gómez Morín,27.02665222,-107.73971,360
CHIHUAHUA,Bocoyna,27.84074278,-107.5892525,361
CHIHUAHUA,Buenaventura,29.84340861,-107.4713142,3900
CHIHUAHUA,Camargo,27.6949625,-105.1716203,20678
CHIHUAHUA,Carichí,27.91653194,-107.0568103,666
CHIHUAHUA,Casas Grandes,30.37570361,-107.9488053,3029
CHIHUAHUA,Coronado,26.737615,-105.1583119,455
CHIHUAHUA,Coyame del Sotol,29.46204278,-105.0943575,272
CHIHUAHUA,La Cruz,27.86388889,-105.1963889,591
CHIHUAHUA,Cuauhtémoc,28.40631167,-106.8660444,67527
CHIHUAHUA,Cusihuiriachi,28.24111111,-106.8366667,44
CHIHUAHUA,Chihuahua,28.63679389,-106.0763067,483409
CHIHUAHUA,Chínipas,27.39281028,-108.5362292,774
CHIHUAHUA,Delicias,28.19294806,-105.4710467,64152
CHIHUAHUA,Dr. Belisario Domínguez,28.15466667,-106.4770303,140
CHIHUAHUA,Galeana,30.11294944,-107.6167442,420
CHIHUAHUA,Santa Isabel,28.34334583,-106.3680544,799
CHIHUAHUA,Gómez Farías,29.35701917,-107.738655,1957
CHIHUAHUA,Gran Morelos,28.24782444,-106.5101233,247
CHIHUAHUA,Guachochi,26.8191525,-107.0693617,8359
CHIHUAHUA,Guadalupe,31.39010694,-106.1017536,797
CHIHUAHUA,Guadalupe y Calvo,26.09451583,-106.9643694,2938
CHIHUAHUA,Guazapares,27.27638167,-108.2799558,1093
CHIHUAHUA,Guerrero,28.5481925,-107.4869236,3685
CHIHUAHUA,Hidalgo del Parral,26.92208778,-105.6671433,53269
CHIHUAHUA,Huejotitán,27.05467,-106.1794564,107
CHIHUAHUA,Ignacio Zaragoza,29.64321222,-107.7641947,1368
CHIHUAHUA,Janos,30.8872575,-108.1898497,1480
CHIHUAHUA,Jiménez,27.13054917,-104.9229767,15664
CHIHUAHUA,Juárez,31.74646528,-106.4850186,780430
CHIHUAHUA,Julimes,28.42305556,-105.4305556,917
CHIHUAHUA,López,27.0025,-105.0330556,897
CHIHUAHUA,Madera,29.19,-108.1413889,6437
CHIHUAHUA,Maguarichi,27.85930278,-107.9939558,236
CHIHUAHUA,Manuel Benavides,29.10738639,-103.9078158,282
CHIHUAHUA,Matachí,28.84322833,-107.7546481,645
CHIHUAHUA,Matamoros,26.76387694,-105.58333,1028
CHIHUAHUA,Meoqui,28.26779667,-105.4802911,11265
CHIHUAHUA,Morelos,26.67052667,-107.6772478,386
CHIHUAHUA,Moris,28.14838417,-108.5232375,610
CHIHUAHUA,Namiquipa,29.25076,-107.4088717,803
CHIHUAHUA,Nonoava,27.47205417,-106.7353322,545
CHIHUAHUA,Nuevo Casas Grandes,30.41398556,-107.9121031,29868
CHIHUAHUA,Ocampo,28.19383444,-108.3667406,150
CHIHUAHUA,Ojinaga,29.56450056,-104.4156647,10167
CHIHUAHUA,Praxedis G. Guerrero,31.37206778,-106.0053947,856
CHIHUAHUA,Riva Palacio,28.54600778,-106.5026322,280
CHIHUAHUA,Rosales,28.18694444,-105.5544444,2813
CHIHUAHUA,Rosario,27.31964083,-106.2954981,85
CHIHUAHUA,San Francisco de Borja,27.90182111,-106.6849164,483
CHIHUAHUA,San Francisco de Conchos,27.58855194,-105.3346414,200
CHIHUAHUA,San Francisco del Oro,26.85899444,-105.8500803,1652
CHIHUAHUA,Santa Bárbara,26.8021,-105.8180997,3798
CHIHUAHUA,Satevó,27.95603361,-106.1072042,201
CHIHUAHUA,Saucillo,28.03267444,-105.2880322,4842
CHIHUAHUA,Temósachic,28.95275833,-107.8298394,683
CHIHUAHUA,El Tule,27.0536125,-106.2662533,214
CHIHUAHUA,Urique,27.21271472,-107.9143047,306
CHIHUAHUA,Uruachi,27.86792417,-108.215195,398
CHIHUAHUA,Valle de Zaragoza,27.45713167,-105.8109942,1013
CDMX,Azcapotzalco,19.48410278,-99.18436056,239069
CDMX,Coyoacán,19.35021389,-99.16214556,340527
CDMX,Cuajimalpa de Morelos,19.35735028,-99.29979222,103429
CDMX,Gustavo A. Madero,19.48294528,-99.11347083,618184
CDMX,Iztacalco,19.39590139,-99.09761278,224915
CDMX,Iztapalapa,19.35900389,-99.0926225,984791
CDMX,La Magdalena Contreras,19.30489806,-99.24151556,132336
CDMX,Milpa Alta,19.19124944,-99.02337194,10567
CDMX,Álvaro Obregón,19.39080611,-99.19541333,422781
CDMX,Tláhuac,19.27056639,-99.00484611,171585
CDMX,Tlalpan,19.288275,-99.16712611,331387
CDMX,Xochimilco,19.26346194,-99.10491333,228723
CDMX,Benito Juárez,19.37199222,-99.15785333,276919
CDMX,Cuauhtémoc,19.44164667,-99.15188361,337364
CDMX,Miguel Hidalgo,19.40726889,-99.19075444,244498
CDMX,Venustiano Carranza,19.41926194,-99.11370111,247472
DURANGO,Canatlán,24.52726333,-104.7783736,5403
DURANGO,Canelas,25.12297083,-106.5456331,326
DURANGO,Coneto de Comonfort,24.97912472,-104.7689169,271
DURANGO,Cuencamé,24.87093944,-103.6984619,5350
DURANGO,Durango,24.02398806,-104.6701944,303776
DURANGO,General Simón Bolívar,24.68907389,-103.2259753,475
DURANGO,Gómez Palacio,25.57010722,-103.4964169,142950
DURANGO,Guadalupe Victoria,24.44643333,-104.12366,8634
DURANGO,Guanaceví,25.93166194,-105.9544319,1660
DURANGO,Hidalgo,26.25144528,-104.9134786,181
DURANGO,Indé,25.91202111,-105.2237911,216
DURANGO,Lerdo,25.53655167,-103.5248494,46529
DURANGO,Mapimí,25.83332361,-103.8481936,2484
DURANGO,Mezquital,23.47353028,-104.3967439,629
DURANGO,Nazas,25.22777667,-104.1138031,1577
DURANGO,Nombre de Dios,23.84821083,-104.244705,2701
DURANGO,Ocampo,26.44156194,-105.5064389,354
DURANGO,El Oro,25.94932389,-105.3648656,3012
DURANGO,Otáez,24.69868917,-105.9940575,275
DURANGO,Pánuco de Coronado,24.40102444,-104.3192644,2429
DURANGO,Peñón Blanco,24.79250861,-104.0342667,2223
DURANGO,Poanas,23.97509222,-104.0441361,5174
DURANGO,Pueblo Nuevo,23.77815056,-105.3601919,10910
DURANGO,Rodeo,25.18071861,-104.5604444,2125
DURANGO,San Bernardo,26.00078722,-105.5232567,258
DURANGO,San Dimas,24.10218167,-105.931245,2237
DURANGO,San Juan de Guadalupe,24.63085278,-102.7820547,548
DURANGO,San Juan del Río,24.778255,-104.4592256,1286
DURANGO,San Luis del Cordero,25.41764861,-104.2777861,554
DURANGO,San Pedro del Gallo,25.56586389,-104.2928342,231
DURANGO,Santa Clara,24.47544389,-103.3572222,1471
DURANGO,Santiago Papasquiaro,25.03907972,-105.420945,13735
DURANGO,Súchil,23.62216306,-103.9218697,1573
DURANGO,Tamazula,24.97031611,-106.9666017,1485
DURANGO,Tepehuanes,25.34320861,-105.7230019,2497
DURANGO,Tlahualilo,26.10738583,-103.4392358,3512
DURANGO,Topia,25.2090225,-106.5711958,1037
DURANGO,Vicente Guerrero,23.73111111,-103.9877778,8396
DURANGO,Nuevo Ideal,24.88831333,-105.0742053,5492
GUANAJUATO,Abasolo,20.4509,-101.5283606,14436
GUANAJUATO,Acámbaro,20.03538028,-100.7193264,28330
GUANAJUATO,San Miguel de Allende,20.90401278,-100.7133814,40525
GUANAJUATO,Apaseo el Alto,20.45717139,-100.6216264,13815
GUANAJUATO,Apaseo el Grande,20.54528417,-100.6882169,15367
GUANAJUATO,Atarjea,21.26704028,-99.72026722,198
GUANAJUATO,Celaya,20.52152389,-100.8135731,196254
GUANAJUATO,Manuel Doblado,20.72751806,-101.9527903,7688
GUANAJUATO,Comonfort,20.7200475,-100.7612022,11791
GUANAJUATO,Coroneo,20.19861111,-100.3644444,1858
GUANAJUATO,Cortazar,20.48350639,-100.9637289,35144
GUANAJUATO,Cuerámaro,20.62647833,-101.6703858,6861
GUANAJUATO,Doctor Mora,21.14264,-100.3189494,3057
GUANAJUATO,Dolores Hidalgo Cuna de la Independencia Nacional,21.15920028,-100.9172356,35074
GUANAJUATO,Guanajuato,21.0160975,-101.2536214,35643
GUANAJUATO,Huanímaro,20.36827444,-101.4968667,2579
GUANAJUATO,Irapuato,20.67280139,-101.3481169,223448
GUANAJUATO,Jaral del Progreso,20.37651667,-101.063975,9984
GUANAJUATO,Jerécuaro,20.15003361,-100.5105281,3966
GUANAJUATO,León,21.12197194,-101.6831997,836010
GUANAJUATO,Moroleón,20.13187028,-101.1892086,23019
GUANAJUATO,Ocampo,21.64849222,-101.4780164,3264
GUANAJUATO,Pénjamo,20.43179472,-101.7250439,20500
GUANAJUATO,Pueblo Nuevo,20.52595722,-101.3708469,1644
GUANAJUATO,Purísima del Rincón,21.02957917,-101.8780992,28014
GUANAJUATO,Romita,20.871215,-101.5171172,11072
GUANAJUATO,Salamanca,20.56868056,-101.1999153,74990
GUANAJUATO,Salvatierra,20.2161175,-100.88136,16574
GUANAJUATO,San Diego de la Unión,21.46638667,-100.8733164,3849
GUANAJUATO,San Felipe,21.47933583,-101.2159447,15591
GUANAJUATO,San Francisco del Rincón,21.01868139,-101.8585181,44170
GUANAJUATO,San José Iturbide,21.00082194,-100.3857203,14096
GUANAJUATO,San Luis de la Paz,21.29881611,-100.5151256,24688
GUANAJUATO,Santa Catarina,21.1398775,-100.0669131,774
GUANAJUATO,Santa Cruz de Juventino Rosas,20.64320028,-100.9940372,20499
GUANAJUATO,Santiago Maravatío,20.17240694,-100.9952256,1776
GUANAJUATO,Silao de la Victoria,20.94445028,-101.4262161,40640
GUANAJUATO,Tarandacuao,20.00396806,-100.5163286,2375
GUANAJUATO,Tarimoro,20.28854056,-100.7559419,5983
GUANAJUATO,Tierra Blanca,21.1000025,-100.1591539,1186
GUANAJUATO,Uriangato,20.14101167,-101.1780511,28538
GUANAJUATO,Valle de Santiago,20.39132222,-101.1814297,35254
GUANAJUATO,Victoria,21.21217222,-100.2159358,1496
GUANAJUATO,Villagrán,20.51137167,-100.9965028,13258
GUANAJUATO,Xichú,21.29860778,-100.0596122,837
GUANAJUATO,Yuriria,20.21274333,-101.1309333,12967
GUERRERO,Acapulco de Juárez,16.86186694,-99.88655778,329782
GUERRERO,Ahuacuotzingo,17.71408889,-98.93490778,1596
GUERRERO,Ajuchitlán del Progreso,18.15955472,-100.4960569,2990
GUERRERO,Alcozauca de Guerrero,17.46352389,-98.38388778,637
GUERRERO,Alpoyeca,17.67006389,-98.51323889,2009
GUERRERO,Apaxtla,18.13007833,-99.93231361,2879
GUERRERO,Arcelia,18.315825,-100.2839519,11019
GUERRERO,Atenango del Río,18.10434306,-99.10780306,1312
GUERRERO,Atlamajalcingo del Monte,17.31165528,-98.60508528,238
GUERRERO,Atlixtac,17.56367917,-98.93323222,1087
GUERRERO,Atoyac de Álvarez,17.21273889,-100.4331294,12123
GUERRERO,Ayutla de los Libres,16.96528694,-99.09738389,8913
GUERRERO,Azoyú,16.73296028,-98.60109083,2427
GUERRERO,Benito Juárez,17.13636972,-100.4686681,3870
GUERRERO,Buenavista de Cuéllar,18.45788722,-99.40534222,3782
GUERRERO,Coahuayutla de José María Izazaga,18.316395,-101.7346114,621
GUERRERO,Cocula,18.23586639,-99.66119,1665
GUERRERO,Copala,16.60875917,-98.97862361,3361
GUERRERO,Copalillo,18.03415139,-99.04172444,2958
GUERRERO,Copanatoyac,17.46184472,-98.71346278,1217
GUERRERO,Coyuca de Benítez,17.00900167,-100.0893672,7239
GUERRERO,Coyuca de Catalán,18.33101944,-100.6985658,3244
GUERRERO,Cuajinicuilapa,16.47198556,-98.41674472,4211
GUERRERO,Cualác,17.74276167,-98.66072778,884
GUERRERO,Cuautepec,16.74900278,-99.00154556,1534
GUERRERO,Cuetzala del Progreso,18.13414139,-99.83148556,857
GUERRERO,Cutzamala de Pinzón,18.46524444,-100.5785128,2225
GUERRERO,Chilapa de Álvarez,17.59423222,-99.17768167,17805
GUERRERO,Chilpancingo de los Bravo,17.55164944,-99.50106278,116361
GUERRERO,Florencio Villarreal,16.72388056,-99.12378722,6027
GUERRERO,General Canuto A. Neri,18.41848472,-100.0720517,607
GUERRERO,General Heliodoro Castillo,17.78944806,-99.97831778,3798
GUERRERO,Huamuxtitlán,17.80217444,-98.56528667,3578
GUERRERO,Huitzuco de los Figueroa,18.30598,-99.33430306,7713
GUERRERO,Iguala de la Independencia,18.34454917,-99.53836833,67907
GUERRERO,Igualapa,16.74371333,-98.4766175,1542
GUERRERO,Ixcateopan de Cuauhtémoc,18.50245222,-99.79356944,1216
GUERRERO,Zihuatanejo de Azueta,17.6504575,-101.5481756,37066
GUERRERO,Juan R. Escudero,17.16900444,-99.52204694,5588
GUERRERO,Leonardo Bravo,17.66080194,-99.67734056,5918
GUERRERO,Malinaltepec,17.24462833,-98.6711075,601
GUERRERO,Mártir de Cuilapan,17.74192528,-99.32934111,2617
GUERRERO,Metlatónoc,17.19537222,-98.40709944,674
GUERRERO,Mochitlán,17.47235778,-99.37129444,2939
GUERRERO,Olinalá,17.77833222,-98.74125639,3243
GUERRERO,Ometepec,16.68508917,-98.40442139,13210
GUERRERO,Pedro Ascencio Alquisiras,18.51236417,-99.88701778,266
GUERRERO,Petatlán,17.53820667,-101.2745519,10816
GUERRERO,Pilcaya,18.74758389,-99.67617472,2978
GUERRERO,Pungarabato,18.36227278,-100.6682408,12577
GUERRERO,Quechultenango,17.40916667,-99.24083333,3240
GUERRERO,San Luis Acatlán,16.80858306,-98.73361278,4731
GUERRERO,San Marcos,16.79734361,-99.39004639,6374
GUERRERO,San Miguel Totolapan,18.16126667,-100.3908211,1619
GUERRERO,Taxco de Alarcón,18.55738194,-99.60459472,26894
GUERRERO,Tecoanapa,16.98885444,-99.26087639,2342
GUERRERO,Técpan de Galeana,17.22260861,-100.6323778,8198
GUERRERO,Teloloapan,18.37180917,-99.86957278,11514
GUERRERO,Tepecoacuilco de Trujano,18.28698972,-99.46669417,3419
GUERRERO,Tetipac,18.64938528,-99.64898222,1073
GUERRERO,Tixtla de Guerrero,17.56672417,-99.39827139,12913
GUERRERO,Tlacoachistlahuaca,16.80990889,-98.30174889,2240
GUERRERO,Tlacoapa,17.25994833,-98.74821139,670
GUERRERO,Tlalchapa,18.40867444,-100.4782533,1621
GUERRERO,Tlalixtaquilla de Maldonado,17.57448361,-98.36986222,1157
GUERRERO,Tlapa de Comonfort,17.54694944,-98.58213833,27316
GUERRERO,Tlapehuala,18.23976028,-100.5415742,3652
GUERRERO,La Unión de Isidoro Montes de Oca,17.98233333,-101.8056847,1423
GUERRERO,Xalpatláhuac,17.47087528,-98.60644917,1120
GUERRERO,Xochihuehuetlán,17.90564028,-98.48766139,2232
